OR4F5	ENSG00000186092.7	ENST00000641515.2
MACIR	ENSG00000181751.10	ENST00000319933.7
NUDT12	ENSG00000112874.10	ENST00000230792.7
EFNA5	ENSG00000184349.14	ENST00000333274.11
FBXL17	ENSG00000145743.18	ENST00000542267.7
FER	ENSG00000151422.14	ENST00000281092.9
PJA2	ENSG00000198961.10	ENST00000361189.7
MAN2A1	ENSG00000112893.10	ENST00000261483.5
TMEM232	ENSG00000186952.15	ENST00000455884.7
SLC25A46	ENSG00000164209.17	ENST00000355943.8
TSLP	ENSG00000145777.15	ENST00000420978.6
WDR36	ENSG00000134987.13	ENST00000513710.4
CAMK4	ENSG00000152495.11	ENST00000282356.9
STARD4	ENSG00000164211.13	ENST00000296632.8
NREP	ENSG00000134986.14	ENST00000450761.6
EPB41L4A	ENSG00000129595.14	ENST00000261486.6
APC	ENSG00000134982.19	ENST00000509732.6
ENSG00000258864	ENSG00000258864.1	ENST00000520401.1
SRP19	ENSG00000153037.15	ENST00000391338.3
REEP5	ENSG00000129625.13	ENST00000379638.9
DCP2	ENSG00000172795.17	ENST00000389063.3
MCC	ENSG00000171444.19	ENST00000408903.7
TSSK1B	ENSG00000212122.4	ENST00000390666.4
YTHDC2	ENSG00000047188.16	ENST00000161863.9
KCNN2	ENSG00000080709.17	ENST00000512097.10
TRIM36	ENSG00000152503.10	ENST00000282369.7
PGGT1B	ENSG00000164219.10	ENST00000419445.6
CCDC112	ENSG00000164221.13	ENST00000379611.10
FEM1C	ENSG00000145780.8	ENST00000274457.5
TICAM2	ENSG00000243414.6	ENST00000427199.3
TMED7-TICAM2	ENSG00000251201.8	ENST00000282382.8
TMED7	ENSG00000134970.14	ENST00000456936.4
CDO1	ENSG00000129596.5	ENST00000250535.5
ATG12	ENSG00000145782.13	ENST00000509910.2
AP3S1	ENSG00000177879.17	ENST00000316788.12
LVRN	ENSG00000172901.21	ENST00000357872.9
ARL14EPL	ENSG00000268223.7	ENST00000601302.3
COMMD10	ENSG00000145781.9	ENST00000274458.9
SEMA6A	ENSG00000092421.17	ENST00000343348.11
DTWD2	ENSG00000169570.10	ENST00000510708.6
DMXL1	ENSG00000172869.15	ENST00000539542.6
TNFAIP8	ENSG00000145779.8	ENST00000274456.6
HSD17B4	ENSG00000133835.18	ENST00000646058.1
FAM170A	ENSG00000164334.16	ENST00000695508.1
PRR16	ENSG00000184838.15	ENST00000407149.7
FTMT	ENSG00000181867.3	ENST00000321339.3
SRFBP1	ENSG00000151304.6	ENST00000339397.5
LOX	ENSG00000113083.15	ENST00000231004.5
ZNF474	ENSG00000164185.7	ENST00000698748.1
ZNF475	ENSG00000250803.7	ENST00000509403.7
SNCAIP	ENSG00000064692.20	ENST00000261368.13
SNX2	ENSG00000205302.7	ENST00000379516.7
SNX24	ENSG00000064652.11	ENST00000261369.9
PPIC	ENSG00000168938.6	ENST00000306442.5
PRDM6	ENSG00000061455.11	ENST00000407847.5
CEP120	ENSG00000168944.17	ENST00000306481.11
CSNK1G3	ENSG00000151292.19	ENST00000696905.1
ZNF608	ENSG00000168916.16	ENST00000513986.2
GRAMD2B	ENSG00000155324.10	ENST00000513040.5
ALDH7A1	ENSG00000164904.18	ENST00000637782.1
PHAX	ENSG00000164902.14	ENST00000297540.5
SPMIP10	ENSG00000196900.5	ENST00000357147.4
LMNB1	ENSG00000113368.12	ENST00000261366.10
MARCHF3	ENSG00000173926.6	ENST00000308660.6
C5orf63	ENSG00000164241.14	ENST00000535381.6
MEGF10	ENSG00000145794.17	ENST00000503335.7
PRRC1	ENSG00000164244.22	ENST00000296666.13
CTXN3	ENSG00000205279.9	ENST00000379445.8
CCDC192	ENSG00000230561.7	ENST00000706942.1
SLC12A2	ENSG00000064651.14	ENST00000262461.7
FBN2	ENSG00000138829.14	ENST00000262464.9
SLC27A6	ENSG00000113396.13	ENST00000262462.9
ISOC1	ENSG00000066583.12	ENST00000173527.6
ADAMTS19	ENSG00000145808.10	ENST00000274487.9
MINAR2	ENSG00000186367.7	ENST00000564719.2
CHSY3	ENSG00000198108.4	ENST00000305031.5
HINT1	ENSG00000169567.13	ENST00000675100.1
LYRM7	ENSG00000186687.16	ENST00000379380.9
CDC42SE2	ENSG00000158985.14	ENST00000395246.5
RAPGEF6	ENSG00000158987.22	ENST00000509018.6
ENSG00000273217	ENSG00000273217.1	ENST00000514667.1
FNIP1	ENSG00000217128.13	ENST00000510461.6
MEIKIN	ENSG00000239642.6	ENST00000616644.2
ENSG00000281938	ENSG00000281938.2	ENST00000652469.1
ACSL6	ENSG00000164398.15	ENST00000357096.5
IL3	ENSG00000164399.5	ENST00000296870.3
CSF2	ENSG00000164400.6	ENST00000296871.4
P4HA2	ENSG00000072682.20	ENST00000360568.8
PDLIM4	ENSG00000131435.13	ENST00000253754.8
SLC22A4	ENSG00000197208.6	ENST00000200652.4
SLC22A5	ENSG00000197375.14	ENST00000245407.8
ENSG00000283782	ENSG00000283782.2	ENST00000638452.2
IRF1	ENSG00000125347.15	ENST00000245414.9
IL5	ENSG00000113525.10	ENST00000231454.6
RAD50	ENSG00000113522.14	ENST00000378823.8
IL13	ENSG00000169194.10	ENST00000304506.7
IL4	ENSG00000113520.11	ENST00000622422.1
KIF3A	ENSG00000131437.16	ENST00000378746.8
CCNI2	ENSG00000205089.8	ENST00000378731.6
SEPTIN8	ENSG00000164402.14	ENST00000378719.7
SOWAHA	ENSG00000198944.6	ENST00000378693.4
SHROOM1	ENSG00000164403.15	ENST00000378679.8
GDF9	ENSG00000164404.9	ENST00000624492.4
UQCRQ	ENSG00000164405.11	ENST00000378670.8
LEAP2	ENSG00000164406.8	ENST00000296877.3
AFF4	ENSG00000072364.13	ENST00000265343.10
ZCCHC10	ENSG00000155329.12	ENST00000324170.7
HSPA4	ENSG00000170606.16	ENST00000304858.7
FSTL4	ENSG00000053108.18	ENST00000265342.12
C5orf15	ENSG00000113583.8	ENST00000231512.5
VDAC1	ENSG00000213585.11	ENST00000265333.8
TCF7	ENSG00000081059.20	ENST00000342854.10
SKP1	ENSG00000113558.19	ENST00000353411.11
ENSG00000272772	ENSG00000272772.2	ENST00000519718.2
PPP2CA	ENSG00000113575.13	ENST00000703354.2
ENSG00000273345	ENSG00000273345.6	ENST00000703317.1
CDKL3	ENSG00000006837.12	ENST00000523054.5
UBE2B	ENSG00000119048.9	ENST00000265339.7
CDKN2AIPNL	ENSG00000237190.4	ENST00000458198.3
JADE2	ENSG00000043143.22	ENST00000681547.2
SAR1B	ENSG00000152700.14	ENST00000507419.5
SEC24A	ENSG00000113615.13	ENST00000398844.7
CAMLG	ENSG00000164615.6	ENST00000297156.4
DDX46	ENSG00000145833.16	ENST00000452510.7
C5orf24	ENSG00000181904.9	ENST00000394976.4
TXNDC15	ENSG00000113621.15	ENST00000358387.9
PCBD2	ENSG00000132570.15	ENST00000512783.5
CATSPER3	ENSG00000152705.8	ENST00000282611.8
PITX1	ENSG00000069011.16	ENST00000265340.12
MACROH2A1	ENSG00000113648.17	ENST00000304332.8
DCANP1	ENSG00000251380.3	ENST00000503143.3
TIFAB	ENSG00000255833.2	ENST00000537858.2
NEUROG1	ENSG00000181965.6	ENST00000314744.6
CXCL14	ENSG00000145824.13	ENST00000337225.5
SLC25A48	ENSG00000145832.16	ENST00000646290.1
IL9	ENSG00000145839.2	ENST00000274520.2
LECT2	ENSG00000145826.9	ENST00000522943.5
TGFBI	ENSG00000120708.17	ENST00000442011.7
SMAD5	ENSG00000113658.18	ENST00000545279.6
SMIM32	ENSG00000271824.2	ENST00000607574.2
TRPC7	ENSG00000069018.19	ENST00000513104.6
SPOCK1	ENSG00000152377.15	ENST00000394945.6
KLHL3	ENSG00000146021.15	ENST00000309755.9
HNRNPA0	ENSG00000177733.8	ENST00000314940.7
MYOT	ENSG00000120729.10	ENST00000239926.9
PKD2L2	ENSG00000078795.17	ENST00000508883.6
FAM13B	ENSG00000031003.11	ENST00000689681.1
WNT8A	ENSG00000061492.12	ENST00000506684.6
NME5	ENSG00000112981.5	ENST00000265191.4
BRD8	ENSG00000112983.18	ENST00000254900.10
KIF20A	ENSG00000112984.12	ENST00000394894.8
CDC23	ENSG00000094880.11	ENST00000394886.7
GFRA3	ENSG00000146013.12	ENST00000714689.1
CDC25C	ENSG00000158402.21	ENST00000513970.5
FAM53C	ENSG00000120709.11	ENST00000239906.10
KDM3B	ENSG00000120733.15	ENST00000314358.10
REEP2	ENSG00000132563.17	ENST00000378339.7
EGR1	ENSG00000120738.8	ENST00000239938.5
ETF1	ENSG00000120705.13	ENST00000360541.10
HSPA9	ENSG00000113013.16	ENST00000677064.1
CTNNA1	ENSG00000044115.21	ENST00000627109.2
LRRTM2	ENSG00000146006.8	ENST00000274711.7
SIL1	ENSG00000120725.13	ENST00000394817.7
MATR3	ENSG00000280987.4	ENST00000394800.6
MATR3	ENSG00000015479.20	ENST00000394805.8
PAIP2	ENSG00000120727.13	ENST00000265192.9
SLC23A1	ENSG00000170482.17	ENST00000348729.8
MZB1	ENSG00000170476.16	ENST00000302125.9
PROB1	ENSG00000228672.4	ENST00000434752.4
SPATA24	ENSG00000170469.11	ENST00000450845.7
DNAJC18	ENSG00000170464.10	ENST00000302060.10
ENSG00000279686	ENSG00000279686.1	ENST00000515823.2
ECSCR	ENSG00000249751.4	ENST00000618155.3
SMIM33	ENSG00000283288.2	ENST00000637503.2
STING1	ENSG00000184584.14	ENST00000330794.9
UBE2D2	ENSG00000131508.17	ENST00000511725.5
CXXC5	ENSG00000171604.12	ENST00000302517.8
PSD2	ENSG00000146005.4	ENST00000274710.4
NRG2	ENSG00000158458.21	ENST00000541337.5
PURA	ENSG00000185129.8	ENST00000331327.5
IGIP	ENSG00000182700.5	ENST00000333305.5
CYSTM1	ENSG00000120306.11	ENST00000261811.6
PFDN1	ENSG00000113068.10	ENST00000261813.9
HBEGF	ENSG00000113070.8	ENST00000230990.7
SLC4A9	ENSG00000113073.15	ENST00000506757.7
ANKHD1	ENSG00000131503.21	ENST00000360839.7
ANKHD1-EIF4EBP3	ENSG00000254996.5	ENST00000532219.5
EIF4EBP3	ENSG00000243056.2	ENST00000310331.3
SRA1	ENSG00000213523.12	ENST00000336283.9
APBB3	ENSG00000113108.20	ENST00000358580.9
SLC35A4	ENSG00000176087.17	ENST00000323146.8
ENSG00000293600	ENSG00000293600.2	ENST00000715679.1
CD14	ENSG00000170458.15	ENST00000512545.2
TMCO6	ENSG00000113119.13	ENST00000394671.8
NDUFA2	ENSG00000131495.9	ENST00000252102.9
IK	ENSG00000113141.19	ENST00000417647.7
WDR55	ENSG00000120314.19	ENST00000358337.10
DND1	ENSG00000256453.2	ENST00000542735.2
HARS1	ENSG00000170445.16	ENST00000431330.7
HARS2	ENSG00000112855.17	ENST00000230771.9
ZMAT2	ENSG00000146007.11	ENST00000274712.8
PCDHA1	ENSG00000204970.10	ENST00000504120.4
PCDHA2	ENSG00000204969.7	ENST00000526136.2
PCDHA3	ENSG00000255408.4	ENST00000522353.3
PCDHA4	ENSG00000204967.13	ENST00000530339.2
PCDHA5	ENSG00000204965.9	ENST00000529859.2
PCDHA6	ENSG00000081842.18	ENST00000529310.6
PCDHA7	ENSG00000204963.6	ENST00000525929.2
PCDHA8	ENSG00000204962.6	ENST00000531613.2
PCDHA9	ENSG00000204961.7	ENST00000532602.2
PCDHA10	ENSG00000250120.8	ENST00000307360.6
PCDHA11	ENSG00000249158.7	ENST00000398640.7
PCDHA12	ENSG00000251664.5	ENST00000398631.3
PCDHA13	ENSG00000239389.8	ENST00000289272.3
PCDHAC1	ENSG00000248383.5	ENST00000253807.3
PCDHAC2	ENSG00000243232.6	ENST00000289269.7
PCDHB1	ENSG00000171815.6	ENST00000306549.6
PCDHB2	ENSG00000112852.7	ENST00000194155.7
PCDHB3	ENSG00000113205.5	ENST00000231130.3
PCDHB4	ENSG00000081818.4	ENST00000194152.4
PCDHB5	ENSG00000113209.9	ENST00000231134.8
PCDHB6	ENSG00000113211.6	ENST00000231136.4
PCDHB7	ENSG00000113212.7	ENST00000231137.6
PCDHB8	ENSG00000120322.5	ENST00000239444.4
PCDHB16	ENSG00000272674.4	ENST00000609684.3
PCDHB9	ENSG00000177839.7	ENST00000316105.7
PCDHB10	ENSG00000120324.9	ENST00000239446.6
PCDHB11	ENSG00000197479.7	ENST00000354757.5
PCDHB12	ENSG00000120328.6	ENST00000239450.4
PCDHB13	ENSG00000187372.11	ENST00000341948.6
PCDHB14	ENSG00000120327.7	ENST00000239449.7
ENSG00000279983	ENSG00000279983.1	ENST00000624396.1
PCDHB15	ENSG00000113248.6	ENST00000231173.6
SLC25A2	ENSG00000120329.7	ENST00000239451.7
TAF7	ENSG00000178913.9	ENST00000313368.8
PCDHGA1	ENSG00000204956.6	ENST00000517417.3
PCDHGA2	ENSG00000081853.15	ENST00000394576.3
PCDHGA3	ENSG00000254245.3	ENST00000253812.8
PCDHGB1	ENSG00000254221.3	ENST00000523390.2
PCDHGA4	ENSG00000262576.3	ENST00000571252.3
PCDHGB2	ENSG00000253910.3	ENST00000522605.2
PCDHGA5	ENSG00000253485.3	ENST00000518069.2
PCDHGB3	ENSG00000262209.3	ENST00000576222.2
PCDHGA6	ENSG00000253731.3	ENST00000517434.3
PCDHGA7	ENSG00000253537.3	ENST00000518325.2
PCDHGB4	ENSG00000253953.3	ENST00000519479.2
PCDHGA8	ENSG00000253767.3	ENST00000398604.3
PCDHGB5	ENSG00000276547.2	ENST00000617380.2
PCDHGA9	ENSG00000261934.3	ENST00000573521.2
PCDHGB6	ENSG00000253305.3	ENST00000520790.2
PCDHGA10	ENSG00000253846.3	ENST00000398610.3
PCDHGB7	ENSG00000254122.3	ENST00000398594.4
PCDHGA11	ENSG00000253873.6	ENST00000398587.7
PCDHGA12	ENSG00000253159.3	ENST00000252085.4
PCDHGC3	ENSG00000240184.7	ENST00000308177.5
PCDHGC4	ENSG00000242419.6	ENST00000306593.2
PCDHGC5	ENSG00000240764.4	ENST00000252087.3
DIAPH1	ENSG00000131504.18	ENST00000647433.1
HDAC3	ENSG00000171720.10	ENST00000305264.8
RELL2	ENSG00000164620.9	ENST00000444782.5
FCHSD1	ENSG00000197948.11	ENST00000435817.7
ARAP3	ENSG00000120318.16	ENST00000239440.9
PCDH1	ENSG00000156453.14	ENST00000287008.8
DELE1	ENSG00000081791.9	ENST00000432126.7
PCDH12	ENSG00000113555.6	ENST00000231484.4
RNF14	ENSG00000013561.18	ENST00000356143.5
GNPDA1	ENSG00000113552.16	ENST00000513454.5
NDFIP1	ENSG00000131507.11	ENST00000253814.6
SPRY4	ENSG00000187678.10	ENST00000434127.3
FGF1	ENSG00000113578.18	ENST00000621536.4
ARHGAP26	ENSG00000145819.18	ENST00000274498.9
NR3C1	ENSG00000113580.15	ENST00000343796.6
HMHB1	ENSG00000158497.6	ENST00000289448.4
YIPF5	ENSG00000145817.17	ENST00000274496.10
KCTD16	ENSG00000183775.11	ENST00000512467.6
PRELID2	ENSG00000186314.12	ENST00000683046.1
GRXCR2	ENSG00000204928.3	ENST00000639411.1
SH3RF2	ENSG00000156463.18	ENST00000511217.1
PLAC8L1	ENSG00000173261.9	ENST00000311450.9
LARS1	ENSG00000133706.20	ENST00000674174.1
ENSG00000275740	ENSG00000275740.1	ENST00000506502.2
RBM27	ENSG00000091009.8	ENST00000265271.7
POU4F3	ENSG00000091010.6	ENST00000646991.2
TCERG1	ENSG00000113649.14	ENST00000296702.9
GPR151	ENSG00000173250.3	ENST00000311104.3
PPP2R2B	ENSG00000156475.19	ENST00000504198.5
STK32A	ENSG00000169302.16	ENST00000397936.8
DPYSL3	ENSG00000113657.13	ENST00000343218.10
JAKMIP2	ENSG00000176049.16	ENST00000616793.5
SPINK1	ENSG00000164266.11	ENST00000296695.10
SCGB3A2	ENSG00000164265.9	ENST00000504320.5
C5orf46	ENSG00000178776.5	ENST00000318315.5
SPINK5	ENSG00000133710.17	ENST00000256084.8
SPINK14	ENSG00000196800.7	ENST00000356972.2
SPINK6	ENSG00000178172.7	ENST00000621437.4
MARCOL	ENSG00000248109.3	ENST00000638059.1
SPINK13	ENSG00000214510.10	ENST00000512953.5
SPINK7	ENSG00000145879.11	ENST00000274565.5
SPINK9	ENSG00000204909.8	ENST00000511717.6
FBXO38	ENSG00000145868.17	ENST00000296701.10
HTR4	ENSG00000164270.19	ENST00000521530.6
ADRB2	ENSG00000169252.6	ENST00000305988.6
SH3TC2	ENSG00000169247.14	ENST00000515425.6
ABLIM3	ENSG00000173210.21	ENST00000326685.11
AFAP1L1	ENSG00000157510.14	ENST00000296721.9
GRPEL2	ENSG00000164284.15	ENST00000329271.8
PCYOX1L	ENSG00000145882.11	ENST00000274569.9
IL17B	ENSG00000127743.6	ENST00000261796.4
CSNK1A1	ENSG00000113712.19	ENST00000261798.10
ARHGEF37	ENSG00000183111.12	ENST00000333677.7
PPARGC1B	ENSG00000155846.17	ENST00000309241.10
PDE6A	ENSG00000132915.12	ENST00000255266.10
SLC26A2	ENSG00000155850.9	ENST00000286298.5
TIGD6	ENSG00000164296.7	ENST00000296736.4
HMGXB3	ENSG00000113716.13	ENST00000613459.4
CSF1R	ENSG00000182578.14	ENST00000286301.7
PDGFRB	ENSG00000113721.14	ENST00000261799.9
CDX1	ENSG00000113722.18	ENST00000231656.13
SLC6A7	ENSG00000011083.9	ENST00000524041.1
CAMK2A	ENSG00000070808.17	ENST00000672479.1
ARSI	ENSG00000183876.9	ENST00000515301.2
TCOF1	ENSG00000070814.22	ENST00000377797.7
CD74	ENSG00000019582.17	ENST00000009530.13
RPS14	ENSG00000164587.13	ENST00000407193.7
NDST1	ENSG00000070614.15	ENST00000523767.5
SYNPO	ENSG00000171992.13	ENST00000394243.5
MYOZ3	ENSG00000164591.14	ENST00000297130.4
RBM22	ENSG00000086589.12	ENST00000199814.9
DCTN4	ENSG00000132912.14	ENST00000446090.7
SMIM3	ENSG00000256235.3	ENST00000526627.2
IRGM	ENSG00000237693.5	ENST00000522154.2
ZNF300	ENSG00000145908.14	ENST00000446148.7
GPX3	ENSG00000211445.13	ENST00000388825.9
TNIP1	ENSG00000145901.17	ENST00000521001.2
ANXA6	ENSG00000197043.15	ENST00000354546.10
CCDC69	ENSG00000198624.13	ENST00000355417.7
GM2A	ENSG00000196743.9	ENST00000357164.4
SLC36A3	ENSG00000186334.10	ENST00000335230.8
SLC36A2	ENSG00000186335.9	ENST00000335244.9
SLC36A1	ENSG00000123643.14	ENST00000520701.5
FAT2	ENSG00000086570.13	ENST00000261800.6
SPARC	ENSG00000113140.11	ENST00000231061.9
ATOX1	ENSG00000177556.12	ENST00000524142.5
G3BP1	ENSG00000145907.16	ENST00000678964.1
GLRA1	ENSG00000145888.11	ENST00000274576.9
NMUR2	ENSG00000132911.5	ENST00000255262.4
GRIA1	ENSG00000155511.19	ENST00000706733.1
FAM114A2	ENSG00000055147.19	ENST00000351797.9
MFAP3	ENSG00000037749.13	ENST00000522782.6
GALNT10	ENSG00000164574.16	ENST00000297107.11
SAP30L	ENSG00000164576.12	ENST00000297109.11
HAND1	ENSG00000113196.3	ENST00000231121.3
LARP1	ENSG00000155506.19	ENST00000687700.1
FAXDC2	ENSG00000170271.11	ENST00000520968.5
CNOT8	ENSG00000155508.14	ENST00000517876.5
GEMIN5	ENSG00000082516.9	ENST00000285873.8
MRPL22	ENSG00000082515.18	ENST00000523037.6
KIF4B	ENSG00000226650.6	ENST00000435029.6
SGCD	ENSG00000170624.14	ENST00000517913.5
PPP1R2B	ENSG00000231989.5	ENST00000522232.3
TIMD4	ENSG00000145850.9	ENST00000274532.7
HAVCR1	ENSG00000113249.14	ENST00000339252.8
HAVCR2	ENSG00000135077.10	ENST00000524219.2
MED7	ENSG00000155868.8	ENST00000286317.6
GARIN3	ENSG00000170613.4	ENST00000302938.4
ITK	ENSG00000113263.14	ENST00000422843.8
CYFIP2	ENSG00000055163.21	ENST00000620254.5
ENSG00000285868	ENSG00000285868.1	ENST00000519499.2
FNDC9	ENSG00000172568.5	ENST00000312349.5
NIPAL4	ENSG00000172548.15	ENST00000311946.8
ADAM19	ENSG00000135074.16	ENST00000257527.9
SOX30	ENSG00000039600.11	ENST00000519442.1
C5orf52	ENSG00000187658.7	ENST00000409999.4
THG1L	ENSG00000113272.14	ENST00000231198.12
LSM11	ENSG00000155858.6	ENST00000286307.6
CLINT1	ENSG00000113282.14	ENST00000523094.5
EBF1	ENSG00000164330.18	ENST00000313708.11
RNF145	ENSG00000145860.13	ENST00000424310.7
UBLCP1	ENSG00000164332.8	ENST00000296786.8
IL12B	ENSG00000113302.6	ENST00000696750.1
ADRA1B	ENSG00000170214.5	ENST00000306675.5
TTC1	ENSG00000113312.12	ENST00000682719.1
PWWP2A	ENSG00000170234.13	ENST00000456329.7
FABP6	ENSG00000170231.16	ENST00000393980.8
CCNJL	ENSG00000135083.17	ENST00000257536.13
C1QTNF2	ENSG00000145861.9	ENST00000652664.2
FAM200C	ENSG00000221886.4	ENST00000408953.4
SLU7	ENSG00000164609.10	ENST00000297151.9
PTTG1	ENSG00000164611.13	ENST00000352433.10
ATP10B	ENSG00000118322.14	ENST00000327245.10
GABRB2	ENSG00000145864.14	ENST00000274547.7
GABRA6	ENSG00000145863.11	ENST00000274545.10
GABRA1	ENSG00000022355.18	ENST00000428797.7
GABRG2	ENSG00000113327.17	ENST00000639046.1
CCNG1	ENSG00000113328.21	ENST00000340828.7
NUDCD2	ENSG00000170584.12	ENST00000302764.9
HMMR	ENSG00000072571.20	ENST00000393915.9
MAT2B	ENSG00000038274.18	ENST00000280969.9
TENM2	ENSG00000145934.17	ENST00000518659.6
WWC1	ENSG00000113645.15	ENST00000265293.9
RARS1	ENSG00000113643.9	ENST00000231572.8
FBLL1	ENSG00000188573.8	ENST00000338333.5
PANK3	ENSG00000120137.7	ENST00000239231.7
SLIT3	ENSG00000184347.16	ENST00000519560.6
SPDL1	ENSG00000040275.17	ENST00000265295.9
DOCK2	ENSG00000134516.20	ENST00000520908.7
INSYN2B	ENSG00000204767.4	ENST00000377365.4
FOXI1	ENSG00000168269.10	ENST00000306268.8
C5orf58	ENSG00000234511.11	ENST00000524171.5
LCP2	ENSG00000043462.13	ENST00000046794.10
KCNIP1	ENSG00000182132.15	ENST00000377360.8
KCNMB1	ENSG00000145936.9	ENST00000274629.9
GABRP	ENSG00000094755.17	ENST00000518525.5
RANBP17	ENSG00000204764.14	ENST00000523189.6
TLX3	ENSG00000164438.6	ENST00000296921.6
NPM1	ENSG00000181163.14	ENST00000517671.5
FGF18	ENSG00000156427.8	ENST00000274625.6
SMIM23	ENSG00000185662.11	ENST00000523047.4
FBXW11	ENSG00000072803.18	ENST00000296933.10
STK10	ENSG00000072786.13	ENST00000176763.10
EFCAB9	ENSG00000214360.5	ENST00000398186.5
UBTD2	ENSG00000168246.6	ENST00000393792.3
SH3PXD2B	ENSG00000174705.13	ENST00000519643.5
NEURL1B	ENSG00000214357.9	ENST00000369800.6
DUSP1	ENSG00000120129.6	ENST00000239223.4
ERGIC1	ENSG00000113719.17	ENST00000393784.8
RPL26L1	ENSG00000037241.7	ENST00000519974.5
ATP6V0E1	ENSG00000113732.9	ENST00000519374.6
CREBRF	ENSG00000164463.12	ENST00000296953.6
BNIP1	ENSG00000113734.18	ENST00000231668.13
NKX2-5	ENSG00000183072.10	ENST00000329198.5
STC2	ENSG00000113739.11	ENST00000265087.9
BOD1	ENSG00000145919.11	ENST00000311086.9
CPEB4	ENSG00000113742.14	ENST00000265085.10
C5orf47	ENSG00000185056.10	ENST00000340147.7
NSG2	ENSG00000170091.11	ENST00000521585.5
MSX2	ENSG00000120149.9	ENST00000239243.7
DRD1	ENSG00000184845.4	ENST00000393752.3
SFXN1	ENSG00000164466.13	ENST00000321442.10
HRH2	ENSG00000113749.8	ENST00000636584.2
CPLX2	ENSG00000145920.15	ENST00000359546.8
THOC3	ENSG00000051596.10	ENST00000514861.5
ENSG00000289731	ENSG00000289731.3	ENST00000715202.1
SIMC1	ENSG00000170085.18	ENST00000443967.5
KIAA1191	ENSG00000122203.15	ENST00000614420.4
ARL10	ENSG00000175414.7	ENST00000310389.6
NOP16	ENSG00000048162.22	ENST00000618911.4
HIGD2A	ENSG00000146066.3	ENST00000274787.3
CLTB	ENSG00000175416.16	ENST00000310418.9
FAF2	ENSG00000113194.13	ENST00000261942.7
RNF44	ENSG00000146083.12	ENST00000274811.9
CDHR2	ENSG00000074276.11	ENST00000510636.5
GPRIN1	ENSG00000169258.7	ENST00000303991.5
SNCB	ENSG00000074317.11	ENST00000393693.7
EIF4E1B	ENSG00000175766.13	ENST00000647833.1
TSPAN17	ENSG00000048140.18	ENST00000310032.12
UNC5A	ENSG00000113763.12	ENST00000509580.2
HK3	ENSG00000160883.11	ENST00000292432.10
UIMC1	ENSG00000087206.17	ENST00000511320.6
ZNF346	ENSG00000113761.12	ENST00000503039.1
FGFR4	ENSG00000160867.15	ENST00000292408.9
NSD1	ENSG00000165671.22	ENST00000508896.7
RAB24	ENSG00000169228.14	ENST00000303251.11
PRELID1	ENSG00000169230.10	ENST00000303204.9
MXD3	ENSG00000213347.11	ENST00000427908.6
LMAN2	ENSG00000169223.16	ENST00000303127.12
RGS14	ENSG00000169220.18	ENST00000408923.8
SLC34A1	ENSG00000131183.11	ENST00000324417.6
PFN3	ENSG00000196570.3	ENST00000358571.3
F12	ENSG00000131187.11	ENST00000253496.4
GRK6	ENSG00000198055.11	ENST00000355472.10
PRR7	ENSG00000131188.12	ENST00000323249.8
DBN1	ENSG00000113758.14	ENST00000309007.9
PDLIM7	ENSG00000196923.14	ENST00000355841.7
DOK3	ENSG00000146094.16	ENST00000312943.10
DDX41	ENSG00000183258.12	ENST00000330503.12
FAM193B	ENSG00000146067.17	ENST00000524677.6
TMED9	ENSG00000184840.12	ENST00000332598.7
B4GALT7	ENSG00000027847.14	ENST00000029410.10
FAM153A	ENSG00000170074.21	ENST00000510276.5
PROP1	ENSG00000175325.2	ENST00000308304.2
FAM153CP	ENSG00000204677.14	ENST00000504530.6
N4BP3	ENSG00000145911.6	ENST00000274605.6
RMND5B	ENSG00000145916.19	ENST00000515098.5
NHP2	ENSG00000145912.10	ENST00000274606.8
GMCL2	ENSG00000244234.3	ENST00000463439.3
HNRNPAB	ENSG00000197451.12	ENST00000358344.8
PHYKPL	ENSG00000175309.15	ENST00000308158.10
COL23A1	ENSG00000050767.18	ENST00000390654.8
CLK4	ENSG00000113240.14	ENST00000316308.9
MSANTD5	ENSG00000285891.2	ENST00000648368.2
ENSG00000285978	ENSG00000285978.1	ENST00000638723.1
ZNF354A	ENSG00000169131.13	ENST00000335815.7
ZNF354B	ENSG00000178338.11	ENST00000322434.8
ZFP2	ENSG00000198939.8	ENST00000361362.7
ZNF454	ENSG00000178187.8	ENST00000320129.7
GRM6	ENSG00000113262.16	ENST00000650031.1
ZNF879	ENSG00000234284.7	ENST00000444149.7
ZNF354C	ENSG00000177932.7	ENST00000315475.7
ADAMTS2	ENSG00000087116.17	ENST00000251582.12
ENSG00000251545	ENSG00000251545.3	ENST00000505650.3
RUFY1	ENSG00000176783.15	ENST00000319449.9
HNRNPH1	ENSG00000169045.19	ENST00000521116.6
C5orf60	ENSG00000204661.10	ENST00000512899.5
CBY3	ENSG00000204659.5	ENST00000376974.5
CANX	ENSG00000127022.16	ENST00000681674.1
MAML1	ENSG00000161021.13	ENST00000292599.4
LTC4S	ENSG00000213316.10	ENST00000292596.15
MGAT4B	ENSG00000161013.17	ENST00000292591.12
SQSTM1	ENSG00000161011.20	ENST00000389805.9
MRNIP	ENSG00000161010.16	ENST00000518235.5
TBC1D9B	ENSG00000197226.13	ENST00000355235.8
RNF130	ENSG00000113269.14	ENST00000522208.6
